iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
474,0.36,0.4408,-0.0098,4.7635,566.46,1965.15,0.7375,4.5779,18.5188,0.2262,8.325,-2.4223,-0.0025,-0.4789,-0.1912,-0.5929,-0.1687,-0.2939,-0.0154,-0.1209,5.3057,1.3035,0.327,0.9519,0.013,0.0351,55860000.0
475,0.36,0.4576,-0.0095,4.7492,561.96,1993.1,0.7518,4.6093,17.7902,0.2353,8.3081,-2.3903,-0.0027,-0.4903,-0.1892,-0.6146,-0.2044,-0.299,-0.016,-0.1225,5.3071,1.3664,0.3255,0.9521,0.0128,0.0351,55977600.0
476,0.36,0.4443,-0.0081,4.7426,567.02,1974.79,0.6954,4.4312,18.0976,0.224,8.0812,-2.3336,-0.0023,-0.4467,-0.1777,-0.5452,-0.1501,-0.2821,-0.0147,-0.1157,5.3077,1.2211,0.3009,0.9522,0.0127,0.0351,56095200.0
477,0.36,0.4438,-0.0089,4.7374,583.37,1975.99,0.7111,4.5367,19.3152,0.2272,8.2802,-2.3803,-0.0024,-0.4532,-0.1843,-0.5794,-0.1709,-0.2876,-0.0153,-0.1185,5.3073,1.1691,0.3059,0.9517,0.0127,0.0356,56212800.0
478,0.36,0.3971,-0.0094,4.7245,572.01,1977.02,0.707,4.625,19.5082,0.2252,8.5,-2.4641,-0.0023,-0.4532,-0.1858,-0.6247,-0.2081,-0.2961,-0.0161,-0.124,5.3049,1.2036,0.3149,0.951,0.0127,0.0363,56330400.0
479,0.36,0.4445,-0.0094,4.7221,571.63,1983.52,0.7272,4.5049,18.9224,0.2155,8.1767,-2.3745,-0.0026,-0.4821,-0.1971,-0.6047,-0.2197,-0.2967,-0.0161,-0.1223,5.308,1.2217,0.3324,0.9509,0.0127,0.0364,56448000.0
480,0.36,0.4092,-0.0108,4.7168,583.28,1982.8,0.7418,4.6002,19.7272,0.2306,8.3293,-2.4005,-0.0026,-0.48,-0.1901,-0.5994,-0.1881,-0.2989,-0.0158,-0.1213,5.3066,1.1745,0.3306,0.9507,0.0127,0.0366,56565600.0
481,0.36,0.4603,-0.0107,4.697,592.57,1990.62,0.7494,4.5855,18.9587,0.2276,8.3219,-2.3947,-0.0026,-0.4867,-0.186,-0.5913,-0.1603,-0.2947,-0.0152,-0.1206,5.307,1.2614,0.3326,0.9509,0.0124,0.0367,56683200.0
482,0.36,0.4075,-0.011,4.6769,580.11,1991.37,0.7399,4.6001,19.1846,0.2253,8.3645,-2.4124,-0.0026,-0.4836,-0.1952,-0.628,-0.1948,-0.2986,-0.0157,-0.1225,5.3104,1.2218,0.331,0.9513,0.0124,0.0363,56800800.0
483,0.36,0.4034,-0.0104,4.6697,579.18,1994.44,0.7281,4.6208,19.7419,0.2238,8.4246,-2.4456,-0.0025,-0.475,-0.1987,-0.6481,-0.235,-0.2998,-0.0164,-0.1244,5.3148,1.2283,0.325,0.9518,0.0122,0.036,56918400.0
484,0.36,0.4034,-0.0112,4.6572,582.42,1996.04,0.7329,4.6132,19.3275,0.2261,8.374,-2.3984,-0.0025,-0.4717,-0.1936,-0.5977,-0.1561,-0.2953,-0.0153,-0.1199,5.3188,1.2241,0.319,0.9523,0.0117,0.036,57036000.0
485,0.36,0.4046,-0.0102,4.6456,575.52,1991.6,0.725,4.6138,19.2661,0.2327,8.4118,-2.4124,-0.0025,-0.4619,-0.1835,-0.5913,-0.1729,-0.2949,-0.0155,-0.12,5.3212,1.2643,0.3161,0.9529,0.0112,0.0359,57153600.0
486,0.36,0.4051,-0.011,4.6341,578.29,1992.63,0.7226,4.5982,18.9707,0.2239,8.3973,-2.4217,-0.0024,-0.4639,-0.1926,-0.6054,-0.2007,-0.2983,-0.016,-0.122,5.3223,1.2215,0.3257,0.9528,0.011,0.0362,57271200.0
487,0.36,0.4062,-0.0119,4.6209,565.42,1982.7,0.7098,4.5929,17.6937,0.2318,8.3733,-2.4081,-0.0024,-0.4491,-0.1796,-0.5946,-0.1832,-0.2945,-0.0156,-0.1191,5.3222,1.3416,0.309,0.9522,0.0108,0.0369,57388800.0
488,0.36,0.444,-0.0119,4.6038,570.03,1974.9,0.6906,4.4999,19.1948,0.2207,8.2422,-2.3777,-0.0023,-0.4452,-0.1897,-0.5894,-0.2418,-0.2894,-0.0162,-0.1209,5.3268,1.1523,0.3053,0.9515,0.0106,0.0379,57506400.0
489,0.36,0.4726,-0.0121,4.5891,573.24,1972.46,0.708,4.5692,18.5896,0.2315,8.3461,-2.3901,-0.0024,-0.4437,-0.1805,-0.5638,-0.1622,-0.2905,-0.0152,-0.1182,5.3265,1.2383,0.3065,0.951,0.0107,0.0384,57624000.0
490,0.36,0.4257,-0.0102,4.5769,564.26,1987.25,0.7431,4.6052,17.9761,0.2287,8.3263,-2.3878,-0.0026,-0.4744,-0.194,-0.604,-0.1873,-0.2969,-0.0157,-0.1211,5.3278,1.3525,0.3182,0.9506,0.0108,0.0386,57741600.0
491,0.36,0.4357,-0.0108,4.5581,568.26,1985.25,0.6968,4.5966,18.3833,0.2365,8.4264,-2.3877,-0.0022,-0.4387,-0.1747,-0.582,-0.1849,-0.2861,-0.0154,-0.1198,5.3275,1.3299,0.2936,0.9506,0.011,0.0384,57859200.0
492,0.36,0.4355,-0.012,4.5542,583.04,1988.61,0.7485,4.5887,19.3089,0.2216,8.308,-2.3764,-0.0026,-0.4765,-0.1933,-0.6231,-0.158,-0.2977,-0.0155,-0.1199,5.329,1.1635,0.3325,0.9508,0.0107,0.0385,57976800.0
493,0.36,0.4419,-0.0111,4.5382,575.26,1992.5,0.7467,4.6149,18.4707,0.2298,8.3231,-2.3807,-0.0026,-0.4685,-0.1856,-0.5863,-0.1573,-0.3002,-0.0153,-0.1186,5.3292,1.2461,0.3237,0.951,0.0106,0.0384,58094400.0
494,0.35,0.4464,-0.0081,4.5323,582.91,1994.08,0.7615,4.6162,19.1052,0.2304,8.3116,-2.372,-0.0026,-0.4788,-0.1842,-0.5731,-0.1635,-0.2961,-0.0153,-0.1198,5.3346,1.2014,0.3227,0.9511,0.0106,0.0383,58212000.0
495,0.35,0.4421,-0.0127,4.5153,594.96,1994.48,0.7194,4.6466,20.5975,0.2416,8.4722,-2.3856,-0.0024,-0.4443,-0.1699,-0.5343,-0.1504,-0.2879,-0.0151,-0.1187,5.3359,1.0924,0.2943,0.9512,0.0105,0.0383,58329600.0
496,0.35,0.4429,-0.0081,4.5076,597.26,1992.79,0.7588,4.5761,20.1048,0.2244,8.257,-2.383,-0.0027,-0.4766,-0.1945,-0.6047,-0.1857,-0.3003,-0.0158,-0.1194,5.3337,1.0807,0.3364,0.9509,0.0102,0.0389,58447200.0
497,0.35,0.4423,-0.011,4.4808,588.7,1987.44,0.7437,4.6054,19.3269,0.23,8.3145,-2.3721,-0.0026,-0.469,-0.186,-0.6117,-0.171,-0.2988,-0.0154,-0.1192,5.3351,1.2357,0.3179,0.9504,0.0101,0.0395,58564800.0
498,0.35,0.4489,-0.0087,4.4701,587.37,1990.91,0.7336,4.6345,19.5687,0.2354,8.4299,-2.3987,-0.0024,-0.4539,-0.1815,-0.5611,-0.1577,-0.2925,-0.0152,-0.1189,5.3405,1.2478,0.31,0.9502,0.0097,0.0401,58682400.0
499,0.35,0.4488,-0.0092,4.4577,579.68,1996.33,0.7399,4.6196,19.7834,0.2309,8.3877,-2.3701,-0.0025,-0.4649,-0.187,-0.593,-0.1684,-0.293,-0.0155,-0.1196,5.3424,1.1401,0.3151,0.9495,0.0096,0.0409,58800000.0
500,0.35,0.4442,-0.0095,4.4299,566.34,1999.01,0.7547,4.6224,18.4787,0.2309,8.335,-2.3591,-0.0027,-0.4719,-0.1866,-0.5981,-0.1729,-0.2969,-0.0156,-0.121,5.3441,1.2901,0.3223,0.9496,0.0093,0.0411,58917600.0
501,0.35,0.4421,-0.009,4.4148,566.0,1992.29,0.73,4.6034,19.0893,0.2224,8.3858,-2.3927,-0.0025,-0.459,-0.1898,-0.606,-0.2109,-0.2985,-0.0161,-0.1219,5.3519,1.2566,0.3204,0.9499,0.009,0.0411,59035200.0
502,0.35,0.4458,-0.0085,4.4065,586.54,1990.58,0.7814,4.5969,19.2752,0.2225,8.2372,-2.3456,-0.0029,-0.4946,-0.1992,-0.6199,-0.1957,-0.3025,-0.0159,-0.1216,5.3534,1.2658,0.3434,0.9494,0.0088,0.0418,59152800.0
503,0.35,0.4995,-0.0108,4.3936,591.97,1973.65,0.715,4.5559,20.1935,0.2246,8.2994,-2.3644,-0.0024,-0.4464,-0.1818,-0.5851,-0.2003,-0.2904,-0.0157,-0.1197,5.3566,1.1007,0.305,0.9491,0.0089,0.042,59270400.0
504,0.35,0.4405,-0.0097,4.3862,567.99,1975.83,0.7696,4.611,16.986,0.2314,8.251,-2.3343,-0.0028,-0.4795,-0.1914,-0.5901,-0.177,-0.3008,-0.0156,-0.1194,5.3606,1.4299,0.3303,0.9493,0.0088,0.0419,59388000.0
505,0.35,0.4386,-0.0113,4.3649,573.99,1997.53,0.7364,4.6307,19.9324,0.235,8.4245,-2.377,-0.0025,-0.4515,-0.1867,-0.5832,-0.1669,-0.294,-0.0156,-0.1196,5.3663,1.132,0.3154,0.9494,0.0088,0.0418,59505600.0
506,0.35,0.4442,-0.0079,4.3574,591.31,1998.66,0.7515,4.6269,19.9354,0.2343,8.3622,-2.3509,-0.0026,-0.4656,-0.1899,-0.5796,-0.176,-0.2944,-0.0155,-0.1202,5.3744,1.148,0.3158,0.9497,0.0086,0.0416,59623200.0
507,0.35,0.4429,-0.0105,4.3318,581.68,1995.72,0.7223,4.6313,18.6437,0.2346,8.4528,-2.3749,-0.0023,-0.4429,-0.175,-0.5619,-0.1913,-0.2875,-0.0156,-0.1204,5.3831,1.2394,0.3009,0.9499,0.0086,0.0415,59740800.0
508,0.35,0.4515,-0.0114,4.3164,585.92,1970.67,0.7089,4.5824,19.9527,0.2365,8.3578,-2.3468,-0.0024,-0.4294,-0.1756,-0.5673,-0.1852,-0.2861,-0.0155,-0.1181,5.3877,1.0985,0.2923,0.9495,0.0088,0.0418,59858400.0
509,0.35,0.4421,-0.0101,4.2901,599.6,1987.76,0.7304,4.6259,20.1055,0.2358,8.38,-2.3557,-0.0025,-0.4462,-0.174,-0.5718,-0.2012,-0.2923,-0.0158,-0.1204,5.388,1.146,0.3007,0.9492,0.0088,0.042,59976000.0
510,0.35,0.4403,-0.0104,4.285,604.46,1987.56,0.7306,4.6107,20.1736,0.2288,8.3998,-2.3731,-0.0024,-0.4496,-0.1847,-0.5903,-0.1624,-0.2919,-0.0152,-0.1188,5.3893,1.1705,0.3115,0.949,0.0086,0.0424,60093600.0
511,0.35,0.441,-0.0124,4.2529,593.89,1991.63,0.711,4.6358,18.7326,0.2264,8.5068,-2.4024,-0.0023,-0.4391,-0.1804,-0.5694,-0.1882,-0.2916,-0.0156,-0.1208,5.3893,1.26,0.3026,0.9493,0.0086,0.0421,60211200.0
512,0.35,0.4549,-0.0088,4.23,571.02,1994.49,0.7442,4.6292,18.5977,0.2346,8.3723,-2.3468,-0.0025,-0.4532,-0.1783,-0.5885,-0.1837,-0.2905,-0.0155,-0.1191,5.3943,1.2768,0.3033,0.9495,0.0084,0.042,60328800.0
513,0.34,0.498,-0.0089,4.1992,565.79,1976.49,0.7044,4.6081,18.7317,0.2343,8.4225,-2.3714,-0.0023,-0.4343,-0.1705,-0.5607,-0.1731,-0.2887,-0.0153,-0.1188,5.3968,1.3028,0.2941,0.9494,0.0084,0.0422,60446400.0
514,0.34,0.4918,-0.0084,4.2019,588.46,1954.0,0.7232,4.5665,19.6464,0.2323,8.3009,-2.3217,-0.0024,-0.4373,-0.1776,-0.5486,-0.1329,-0.2871,-0.0147,-0.1162,5.4001,1.1493,0.3014,0.9497,0.0084,0.0419,60564000.0
515,0.34,0.4669,-0.0106,4.1692,600.34,1992.01,0.7282,4.6159,18.8352,0.2325,8.3685,-2.3346,-0.0024,-0.4443,-0.179,-0.5519,-0.1368,-0.2913,-0.0149,-0.1173,5.3983,1.2558,0.2996,0.9496,0.0084,0.0421,60681600.0
516,0.34,0.5084,-0.0097,4.154,581.34,1985.1,0.7502,4.6033,19.6022,0.236,8.2834,-2.3104,-0.0025,-0.4485,-0.1757,-0.5709,-0.1714,-0.2888,-0.0153,-0.1181,5.403,1.14,0.2981,0.9488,0.0083,0.0429,60799200.0
517,0.34,0.4867,-0.0051,4.1496,573.57,1964.21,0.7211,4.5594,17.9765,0.2286,8.3002,-2.3288,-0.0023,-0.4364,-0.1765,-0.5548,-0.1667,-0.2853,-0.015,-0.1167,5.4076,1.2946,0.3031,0.9478,0.0083,0.044,60916800.0
518,0.34,0.5085,-0.0115,4.1237,567.47,1969.86,0.73,4.631,19.7973,0.2331,8.4073,-2.3445,-0.0025,-0.4351,-0.1827,-0.5825,-0.1534,-0.2922,-0.0154,-0.1179,5.4131,1.1617,0.2996,0.9472,0.0085,0.0443,61034400.0
519,0.34,0.509,-0.0087,4.108,577.88,1975.29,0.7457,4.5914,18.8416,0.2222,8.3215,-2.3437,-0.0025,-0.4481,-0.1881,-0.5864,-0.1494,-0.2952,-0.0152,-0.1173,5.4172,1.233,0.3206,0.9476,0.0084,0.0441,61152000.0
520,0.34,0.5747,-0.0106,4.0891,576.2,1950.1,0.7256,4.5237,19.8185,0.2299,8.1868,-2.275,-0.0024,-0.4335,-0.1776,-0.5631,-0.1751,-0.2835,-0.0151,-0.1166,5.4196,1.085,0.2952,0.9468,0.0088,0.0445,61269600.0
521,0.34,0.4812,-0.0105,4.0842,575.74,1971.46,0.714,4.6275,19.0533,0.2281,8.4438,-2.3797,-0.0023,-0.4309,-0.1797,-0.5895,-0.2027,-0.2903,-0.0158,-0.1203,5.4231,1.2583,0.2938,0.9464,0.009,0.0446,61387200.0
522,0.34,0.4801,-0.0091,4.0734,578.19,1993.04,0.7367,4.6191,20.1367,0.2318,8.3905,-2.3367,-0.0025,-0.4439,-0.1805,-0.5904,-0.1966,-0.2938,-0.0158,-0.1201,5.424,1.1517,0.311,0.9465,0.009,0.0445,61504800.0
523,0.34,0.482,-0.0083,4.064,579.28,1991.25,0.7436,4.6037,19.5818,0.2297,8.3165,-2.31,-0.0026,-0.4507,-0.1808,-0.604,-0.192,-0.2939,-0.0157,-0.1204,5.4294,1.2017,0.3129,0.9466,0.009,0.0444,61622400.0
524,0.34,0.5939,-0.0073,4.0529,575.4,1966.81,0.7522,4.5243,19.8304,0.2293,8.1245,-2.2739,-0.0027,-0.4529,-0.1817,-0.5585,-0.1861,-0.2925,-0.0154,-0.1178,5.4309,1.107,0.3207,0.9467,0.0091,0.0442,61740000.0
525,0.34,0.5162,-0.0108,4.0267,578.14,1958.28,0.7144,4.4972,19.2347,0.2229,8.1689,-2.2632,-0.0024,-0.4263,-0.1765,-0.567,-0.1792,-0.2816,-0.0152,-0.1169,5.4335,1.107,0.2961,0.947,0.0093,0.0436,61857600.0
526,0.34,0.554,-0.0088,4.0227,574.39,1963.76,0.7499,4.5517,18.542,0.2304,8.1996,-2.2799,-0.0026,-0.4448,-0.178,-0.5651,-0.1448,-0.2883,-0.0147,-0.1166,5.4379,1.1944,0.3097,0.9466,0.0096,0.0438,61975200.0
527,0.34,0.5412,-0.0082,4.0027,577.24,1977.14,0.7548,4.5701,19.8218,0.2277,8.2181,-2.3069,-0.0026,-0.4515,-0.1783,-0.5465,-0.1721,-0.2935,-0.0153,-0.1178,5.4386,1.1948,0.3205,0.9461,0.0094,0.0445,62092800.0
528,0.34,0.4877,-0.0104,3.9941,582.81,1977.05,0.7469,4.6178,18.7698,0.2327,8.3503,-2.3039,-0.0025,-0.4381,-0.17,-0.5209,-0.1372,-0.2851,-0.0148,-0.1173,5.4397,1.2907,0.2997,0.9465,0.0094,0.0441,62210400.0
529,0.34,0.5085,-0.0106,3.9726,571.66,1974.1,0.7025,4.5613,18.4686,0.2309,8.3396,-2.3289,-0.0023,-0.4216,-0.1717,-0.5381,-0.1468,-0.2886,-0.0149,-0.1164,5.4437,1.2626,0.3018,0.9462,0.0096,0.0442,62328000.0
530,0.34,0.4898,-0.007,3.9696,580.98,1975.78,0.7727,4.6175,19.4607,0.2329,8.2701,-2.3073,-0.0027,-0.4572,-0.1852,-0.5628,-0.1674,-0.2931,-0.0155,-0.1185,5.4491,1.1777,0.3148,0.9456,0.0096,0.0448,62445600.0
531,0.34,0.491,-0.0102,3.9508,596.0,1988.91,0.7881,4.6003,20.4179,0.236,8.191,-2.2643,-0.0028,-0.4598,-0.1783,-0.5211,-0.1494,-0.2923,-0.015,-0.1178,5.4457,1.092,0.3157,0.945,0.0095,0.0454,62563200.0
532,0.34,0.5667,-0.0084,3.9454,580.62,1967.96,0.7333,4.5788,20.2252,0.2327,8.2957,-2.2935,-0.0024,-0.4336,-0.1749,-0.5536,-0.1989,-0.2887,-0.0156,-0.1188,5.4478,1.0606,0.2984,0.9451,0.0093,0.0456,62680800.0
533,0.34,0.527,-0.0087,3.9317,562.99,1955.74,0.7364,4.5883,18.5969,0.231,8.3039,-2.3034,-0.0024,-0.4288,-0.1768,-0.5591,-0.1788,-0.289,-0.0153,-0.1182,5.4527,1.2873,0.302,0.9455,0.0093,0.0451,62798400.0
534,0.34,0.493,-0.0099,3.8937,578.29,1994.42,0.7341,4.6179,19.6309,0.2312,8.3876,-2.3193,-0.0024,-0.4275,-0.1761,-0.5684,-0.1658,-0.2893,-0.0153,-0.1184,5.4569,1.1782,0.2985,0.9464,0.0089,0.0447,62916000.0
535,0.34,0.4941,-0.0115,3.8859,602.29,1993.59,0.723,4.6499,20.2817,0.2318,8.48,-2.3485,-0.0022,-0.4168,-0.1755,-0.551,-0.1564,-0.2873,-0.0151,-0.118,5.4597,1.1444,0.2891,0.9468,0.0086,0.0446,63033600.0
536,0.33,0.5581,-0.007,3.8717,572.95,1954.68,0.7165,4.5227,17.928,0.229,8.2054,-2.2597,-0.0023,-0.4123,-0.166,-0.5586,-0.1649,-0.2799,-0.0149,-0.1151,5.4624,1.2688,0.2817,0.9462,0.0088,0.045,63151200.0
537,0.33,0.4999,-0.0055,3.8409,574.67,1972.51,0.7293,4.6269,19.2232,0.2294,8.4118,-2.3257,-0.0023,-0.425,-0.1781,-0.5656,-0.1726,-0.2896,-0.0154,-0.1193,5.4665,1.2216,0.2951,0.9461,0.0084,0.0455,63268800.0
538,0.33,0.4957,-0.0096,3.8293,592.96,1996.71,0.7524,4.6137,20.0421,0.2205,8.3428,-2.3157,-0.0025,-0.4421,-0.1901,-0.5785,-0.1987,-0.2949,-0.016,-0.1211,5.4678,1.1421,0.3172,0.9461,0.0083,0.0456,63386400.0
539,0.33,0.5473,-0.0087,3.8202,585.36,1973.41,0.7164,4.5436,19.0169,0.2251,8.2663,-2.2805,-0.0023,-0.4113,-0.175,-0.5249,-0.1459,-0.2826,-0.0147,-0.116,5.4668,1.1935,0.2893,0.9463,0.0081,0.0456,63504000.0
540,0.33,0.505,-0.0095,3.8022,591.49,1969.94,0.7354,4.6282,20.1022,0.2327,8.4013,-2.3072,-0.0023,-0.4244,-0.1753,-0.551,-0.167,-0.2862,-0.0151,-0.1191,5.4681,1.133,0.2918,0.9466,0.008,0.0455,63621600.0
541,0.33,0.5615,-0.0063,3.8079,581.82,1974.66,0.7319,4.5366,18.2214,0.2317,8.1817,-2.2465,-0.0024,-0.4199,-0.1686,-0.5358,-0.178,-0.2832,-0.0151,-0.117,5.4692,1.2824,0.2861,0.9455,0.008,0.0465,63739200.0
542,0.33,0.5039,-0.0082,3.7799,576.24,1984.61,0.7353,4.6179,20.363,0.2306,8.3788,-2.3074,-0.0023,-0.4191,-0.1727,-0.539,-0.1555,-0.2857,-0.015,-0.118,5.4732,1.138,0.2923,0.9447,0.0082,0.0472,63856800.0
543,0.33,0.4925,-0.0109,3.7875,595.18,1996.59,0.7312,4.6294,19.3912,0.23,8.4057,-2.3203,-0.0023,-0.4209,-0.1735,-0.5459,-0.1766,-0.2879,-0.0154,-0.1192,5.4786,1.1679,0.2897,0.9445,0.0082,0.0473,63974400.0
544,0.33,0.4887,-0.0108,3.7721,590.79,1992.29,0.7432,4.6043,19.4645,0.232,8.3278,-2.2914,-0.0024,-0.4302,-0.1731,-0.5598,-0.1619,-0.2873,-0.0151,-0.1188,5.4798,1.24,0.2978,0.9447,0.0082,0.0471,64092000.0
545,0.33,0.5717,-0.008,3.7744,590.86,1966.87,0.7487,4.5884,19.7142,0.2293,8.2633,-2.2724,-0.0025,-0.4318,-0.1744,-0.5333,-0.1472,-0.2863,-0.0148,-0.117,5.4823,1.1166,0.2948,0.9451,0.0083,0.0466,64209600.0
546,0.33,0.5433,-0.0081,3.7692,590.8,1989.0,0.7614,4.6299,19.7686,0.2253,8.3463,-2.2892,-0.0026,-0.4395,-0.1841,-0.5969,-0.1554,-0.2959,-0.0153,-0.1201,5.4926,1.2325,0.313,0.9451,0.0084,0.0465,64327200.0
547,0.33,0.5472,-0.0107,3.7416,587.02,1982.05,0.7539,4.5912,20.3574,0.2299,8.2792,-2.2674,-0.0025,-0.4295,-0.1753,-0.5478,-0.1529,-0.2907,-0.015,-0.1177,5.4989,1.0859,0.3028,0.9457,0.0085,0.0457,64444800.0
548,0.33,0.4884,-0.0069,3.7426,580.69,1980.55,0.7549,4.6373,19.3847,0.2308,8.362,-2.2936,-0.0025,-0.4302,-0.1829,-0.5862,-0.1972,-0.2933,-0.0159,-0.1214,5.5007,1.2323,0.3053,0.9459,0.0085,0.0456,64562400.0
549,0.33,0.5366,-0.0095,3.7303,571.06,1970.21,0.7434,4.5494,18.5773,0.232,8.1752,-2.2318,-0.0025,-0.4214,-0.1688,-0.5482,-0.1721,-0.2851,-0.0151,-0.1171,5.5042,1.2971,0.2867,0.9463,0.0083,0.0454,64680000.0
550,0.33,0.5026,-0.0086,3.7334,581.96,1967.35,0.7356,4.6329,18.1362,0.2413,8.3876,-2.2684,-0.0023,-0.4137,-0.1624,-0.5416,-0.1699,-0.2849,-0.0152,-0.1191,5.5072,1.3199,0.2806,0.946,0.0083,0.0457,64797600.0
551,0.33,0.5016,-0.0059,3.7267,590.07,1992.67,0.7733,4.6297,19.431,0.2304,8.2834,-2.2702,-0.0027,-0.4468,-0.1832,-0.5623,-0.1913,-0.2968,-0.0156,-0.1214,5.5105,1.18,0.3061,0.9459,0.0082,0.0459,64915200.0
552,0.33,0.5037,-0.0104,3.6949,587.83,1993.7,0.7396,4.6427,18.7572,0.2395,8.4113,-2.298,-0.0023,-0.4173,-0.1694,-0.521,-0.1648,-0.2875,-0.0151,-0.1191,5.5129,1.2743,0.2854,0.946,0.0081,0.0459,65032800.0
553,0.33,0.5235,-0.0083,3.6927,579.34,1972.13,0.7306,4.6203,19.3518,0.2314,8.3949,-2.2727,-0.0023,-0.4076,-0.1717,-0.5333,-0.1569,-0.2846,-0.015,-0.1194,5.5157,1.2293,0.2816,0.9458,0.0081,0.046,65150400.0
554,0.33,0.5082,-0.0107,3.6802,577.06,1967.24,0.7405,4.6231,18.322,0.2367,8.3481,-2.2849,-0.0024,-0.4164,-0.168,-0.5396,-0.1797,-0.2885,-0.0153,-0.1184,5.5189,1.3224,0.2869,0.9458,0.0082,0.046,65268000.0
555,0.33,0.5163,-0.006,3.6737,563.77,1986.39,0.7313,4.6592,17.8865,0.2316,8.43,-2.3235,-0.0023,-0.4127,-0.1724,-0.523,-0.1811,-0.2968,-0.0155,-0.1209,5.5221,1.3662,0.2903,0.9457,0.0082,0.0461,65385600.0
556,0.33,0.5149,-0.0113,3.6617,585.65,1998.16,0.7382,4.6528,19.3049,0.2313,8.4358,-2.3042,-0.0023,-0.4166,-0.1732,-0.5451,-0.1661,-0.2903,-0.0153,-0.1198,5.5222,1.2118,0.2873,0.9461,0.0081,0.0457,65503200.0
557,0.33,0.514,-0.0074,3.6318,589.97,1996.08,0.774,4.6228,19.148,0.2298,8.2893,-2.2606,-0.0026,-0.4447,-0.1787,-0.5597,-0.1754,-0.2947,-0.0153,-0.1206,5.518,1.264,0.306,0.9466,0.0078,0.0455,65620800.0
558,0.33,0.5069,-0.0088,3.621,596.91,1993.32,0.7451,4.6551,20.5194,0.2387,8.4139,-2.3002,-0.0024,-0.4186,-0.162,-0.528,-0.1829,-0.2899,-0.0153,-0.1202,5.5204,1.1323,0.2844,0.9468,0.0077,0.0455,65738400.0
559,0.33,0.5041,-0.0078,3.609,585.16,1994.03,0.7441,4.6378,18.9079,0.2349,8.3855,-2.289,-0.0023,-0.4177,-0.1738,-0.5363,-0.1679,-0.2933,-0.0152,-0.1207,5.5247,1.2529,0.2921,0.9468,0.0075,0.0457,65856000.0
560,0.33,0.5119,-0.0104,3.5865,576.26,1990.79,0.7627,4.6291,18.9837,0.2337,8.3102,-2.2573,-0.0025,-0.4285,-0.1706,-0.544,-0.1699,-0.2937,-0.0152,-0.1202,5.5264,1.3045,0.2957,0.9466,0.0073,0.0461,65973600.0
561,0.33,0.5479,-0.0066,3.5758,562.78,1951.51,0.7071,4.3696,17.3144,0.2176,7.8779,-2.1427,-0.0023,-0.4034,-0.1691,-0.5366,-0.1709,-0.278,-0.0145,-0.1144,5.5262,1.263,0.2769,0.9466,0.0074,0.0461,66091200.0
562,0.33,0.5243,-0.0073,3.5547,574.22,1932.21,0.7514,4.5604,20.2709,0.2281,8.209,-2.2336,-0.0025,-0.4194,-0.173,-0.5345,-0.1484,-0.2874,-0.0147,-0.1167,5.5297,1.0979,0.292,0.9464,0.0076,0.046,66208800.0
563,0.33,0.5803,-0.0081,3.5602,587.18,1954.09,0.7482,4.596,19.1094,0.2309,8.2684,-2.2614,-0.0025,-0.4216,-0.1786,-0.5187,-0.1471,-0.2943,-0.015,-0.1182,5.5283,1.2334,0.294,0.9455,0.0078,0.0467,66326400.0
564,0.33,0.4791,-0.0088,3.547,593.96,1995.98,0.7589,4.6399,19.6486,0.2295,8.348,-2.274,-0.0025,-0.4266,-0.1749,-0.5499,-0.1756,-0.2946,-0.0153,-0.1214,5.5308,1.1991,0.2956,0.9456,0.0079,0.0465,66444000.0
565,0.33,0.5106,-0.011,3.5417,584.35,1978.96,0.7433,4.4711,19.2609,0.2241,8.0128,-2.1801,-0.0025,-0.4184,-0.1715,-0.5438,-0.1591,-0.2883,-0.0148,-0.1161,5.5353,1.1682,0.2956,0.9455,0.0079,0.0466,66561600.0
566,0.33,0.5421,-0.0094,3.5424,588.95,1967.3,0.7353,4.5532,19.2042,0.2326,8.1879,-2.2397,-0.0023,-0.411,-0.1613,-0.4985,-0.1522,-0.2889,-0.0146,-0.1162,5.5364,1.1779,0.28,0.9454,0.0081,0.0465,66679200.0
567,0.33,0.5604,-0.0071,3.5278,582.28,1952.43,0.681,4.2073,17.7302,0.2057,7.5907,-2.0665,-0.0021,-0.3774,-0.1576,-0.4949,-0.1308,-0.2635,-0.0136,-0.1076,5.5323,1.0745,0.2554,0.9451,0.0083,0.0466,66796800.0
568,0.33,0.4983,-0.0076,3.5142,581.9,1955.34,0.7458,4.6358,20.4625,0.2294,8.3576,-2.2887,-0.0024,-0.4203,-0.1735,-0.5497,-0.2209,-0.2957,-0.0158,-0.1229,5.532,1.1432,0.2885,0.9445,0.0086,0.0469,66914400.0
